ID,NPC,CODIGO,ORIGINAL,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA
815,1J0-407-182,,,BUJE DE HORQUILLA,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,BUJE HORQUILLA VW GOLF JETTA A4 CON CEJA,54.76182141
816,22630-7Y000,,,SENSOR DE TEMPERATURA,SENSORES,,NISSAN ORIGINAL,FERSAL,SENSOR TEMPERATURA TIII NEGRO,58.52
817,22630-00Q1C,,,SENSOR DE TEMPERATURA,SENSORES,,NISSAN ORIGINAL,FERSAL,SENSOR DE TEMPERATURA PLATINA,48.37880038
818,17108187,,,VALVULA IAC,VALVULAS,,NISSAN ORIGINAL,FERSAL,VALVULA IAC GM CHEVY C2 1.6 LTS MPF AVEO,194.63
819,4419639,,,VALVULA IAC,VALVULAS,,NISSAN ORIGINAL,FERSAL,VALVULA IAC CHRYSLER CIRRUS INTREPID,194.63
820,40480-202Y,,,VALVULA IAC,VALVULAS,,NISSAN ORIGINAL,FERSAL,VALVULA IAC PLATINA RENAULT CLIO 1.6 LTS,194.63
821,BQ-8200154186,,,BOBINA,SISTEMA DE ENCENDIDO,,NISSAN ORIGINAL,FERSAL,BOBINA NISSAN PLATINA CLIO 1.6%%% 2.0L MEG,331.64
822,17520-00QAB,,,RIEL INYECTORES,INYECTORES DE GASOLINA,,NISSAN ORIGINAL,FERSAL,RIEL DE INYECTORES NS PLATINA 02/08 CLIO,159.4049625
823,21493-00QAA,,,RESISTENCIA,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,RESISTENCIA MOTOVENTILADOR PLATINA,218.23
824,25320-AX00C,,,SWITCH FRENOS,SISTEMA ELECTRICO,,NISSAN ORIGINAL,FERSAL,SWITCH DE FRENOS TSURU II III D21,77.7896217
825,14875-00QAB,,,TUBO DE AGUA,LINEA MECANICA,,S/M,FERSAL,TUBO AGUA NS PLATINA 02-08 RN CLIO 03-09,95.6429775
826,16132799,,,MODULO DE ENCENDIDO,SISTEMA DE ENCENDIDO,,S/M,FERSAL,MODULO DISTRIBUCION  GM VORTEC V6 Y V8,171.05
827,12569240,,,SENSOR MAP,SENSORES,,GM PARTS,FERSAL,SENSOR MAP CHEVY 94/04 TBI 6 CIL,253.62
828,23731-1M210,,,SENSOR CAJA VELOCIDADES,SENSORES,,S/M,FERSAL,SENSOR CAJA DE VELOCIDADES NISSAN TSURU,273.5279167
829,DB-187A,,,PORTA PLATINO,SISTEMA DE ENCENDIDO,,S/M,FERSAL,PORTA PLATINO FORD,189.610848
830,E-8512-MOTOR,,,REGULADOR ALTERNADOR,SISTEMA ELECTRICO,,MOTORCRAFT,FERSAL,REGULADOR ELECTRONICO FORD,63.08
831,30770-62Y01,,,CHICOTE CLUTCH,LINEA MECANICA,,NISSAN,FERSAL,CHICOTE CLUTCH NISSAN TSURU III,75
832,SW-3-M,,,SOLENOIDE,SISTEMA ELECTRICO,,MOTORCRAFT,FERSAL,SELENOIDE FORD MOTOR,75.97
833,17113197,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,FERSAL,INYECTOR GM CAVALIER 2.2 L TODOS,448.26
834,90499401,,,POLEA TENSORA,LINEA MECANICA,,AC DELCO,FERSAL,POLEA TENSORA CHEVY 1.6,153.35
